@relation peerindex-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.NumericToNominal-R1

@attribute class {0,1}
@attribute A_follower_count numeric
@attribute A_following_count numeric
@attribute A_listed_count numeric
@attribute A_mentions_received numeric
@attribute A_retweets_received numeric
@attribute A_mentions_sent numeric
@attribute A_retweets_sent numeric
@attribute A_posts numeric
@attribute A_network_feature_1 numeric
@attribute A_network_feature_2 numeric
@attribute A_network_feature_3 numeric
@attribute B_follower_count numeric
@attribute B_following_count numeric
@attribute B_listed_count numeric
@attribute B_mentions_received numeric
@attribute B_retweets_received numeric
@attribute B_mentions_sent numeric
@attribute B_retweets_sent numeric
@attribute B_posts numeric
@attribute B_network_feature_1 numeric
@attribute B_network_feature_2 numeric
@attribute B_network_feature_3 numeric

@data
1,366460,466,3381,1167.89693,415.263914,49.918633,8.061557,82.535177,3450,17.914359,1464.346275,2774790,20342,15836,5088.577165,6.183081,0.810461,0.339522,1.081757,18549,4.781339,454.967895
0,7147,737,112,2.33299,0.714556,0.86213,0.100503,1.357589,11,13.272727,520.181818,2256591,735,22670,488.964333,211.42579,0.865711,0.364793,0.847757,1917,41.48783,3843.376489
1,5342840,33401,19715,173636.23895,52349.674207,11.408839,1.6529,13.485266,213718,5.348203,1230.512781,1607541,93,9876,389.53312,217.628442,0.359534,0.100503,0.84979,1706,9.979033,774.398952
0,2470,357,119,1.126474,0.323284,0.337132,0.337132,0.596162,5,60.6,1983,143101,128686,8742,874.212873,347.630667,4.498471,0.100503,34.977978,2767,105.734781,5276.96262
0,158467,154157,1590,299.607879,80.190286,0.100503,0.100503,0.100503,791,122.252802,11514.811955,6232,551,221,5.079484,1.053505,2.089794,0.837439,1.347755,16,23.176471,755.117647
0,223,168,9,0.349327,0.349327,0.100503,0.100503,0.100503,1,77,3047,117913,1299,9950,189.75523,67.310223,11.294831,2.567269,10.933766,791,185.542033,5535.939774
0,209,454,7,0.613409,0.354379,0.100503,0.100503,0.100503,2,0.5,9,592,193,41,0.559487,0.30815,1.10585,0.35184,0.35184,2,27.5,528.5
1,2651,2838,195,15.758126,5.319354,14.1783,1.36878,6.621655,60,89.031746,3293.31746,267,352,8,0.301983,0.100503,0.334766,0.100503,0.566685,1,92,1299
0,1010,1014,62,0.95769,0.100503,1.047018,0.337132,0.337132,4,154.75,1705,631958,674,7522,614.968745,329.330091,4.052279,1.340566,12.305035,2536,35.838659,2231.568979
1,206818,15196,2513,15.210108,4.314659,0.100503,0.100503,0.100503,69,321.188406,17454.115942,228,302,3,0.583979,0.100503,0.100503,0.100503,0.36215,2,166.5,11355
1,583476,13020,13349,5679.003897,59.498989,2.694573,0.100503,1.377913,8003,83.653704,4997.225326,397,795,2,10.910957,0.857842,3.658468,0.354379,3.11458,29,35.241379,2810.448276
1,224146,272,6190,56.72528,11.854057,0.100503,0.100503,5.782979,211,54.925234,7211.663551,5996,906,192,15.050208,3.330828,0.837169,0.349327,0.588346,68,50.647059,1483.985294
1,3722,285,103,17.148435,2.717532,5.878964,0.610819,3.583596,61,79.403226,5921.354839,20,7,2,7.690824,0.277306,1.331508,0.100503,2.830627,6,2,96.166667
1,129379,37683,3478,213.851647,75.357761,7.685563,4.740699,7.662016,707,51.623431,4312.23152,43760,26637,742,10.855157,5.0409,1.338769,0.100503,3.11748,47,68.020408,1702.326531
1,580544,2799,7371,296.978205,135.831429,15.033026,4.80718,8.262063,1201,87.183775,3547.782285,1043,974,31,0.100503,0.100503,1.13427,0.100503,1.637349,0,0,0
0,314,398,11,2.911756,0.503462,1.546347,0.332423,1.333845,9,16.111111,495.777778,24437,279,52,12.355796,7.144267,2.135767,0.599382,4.666365,50,117.098039,6075.882353
1,322682,37601,22232,176.533716,42.330221,6.849227,1.345073,4.359865,696,234.338068,7168.464489,314,398,11,2.911756,0.503462,1.546347,0.332423,1.333845,9,16.111111,495.777778
0,49326,42259,1446,0.45234,0.275538,0.100503,0.100503,0.100503,2,43,1651.5,631958,674,7522,614.968745,329.330091,4.052279,1.340566,12.305035,2536,35.838659,2231.568979
1,739581,10723,1279,102.02675,96.771319,1.537322,1.054358,3.467754,432,11.191686,966.193995,867,413,52,10.906349,2.359024,3.975177,1.124418,2.635947,32,66.911765,1119.441176
1,3722,285,103,17.148435,2.717532,5.878964,0.610819,3.583596,61,79.403226,5921.354839,25195,1443,15,1.661164,0.100503,0.354379,0.354379,5.062816,4,6,6531
0,488750,320,3673,1207.190077,599.7216,0.842022,0.593199,7.044735,3918,7.859818,637.9833,146298,49266,9392,146.311227,84.451019,1.308356,0.100503,4.035826,600,54.802306,1953.62603
0,41367,71,717,32.549653,16.527846,4.59073,1.587365,10.832376,122,14.99187,2044.910569,1525260,747,41582,3316.259533,1401.939767,8.257136,6.558356,22.443191,12203,57.957328,2352.647334
1,266407,1592,6734,660.897263,297.090333,28.258,0.839682,20.722665,2376,66.39599,2706.108187,9093,672,457,11.122021,2.813523,15.165935,2.538667,7.016759,36,123.138889,4708.166667
0,130850,3394,449,92.869651,16.538484,2.548048,0.100503,3.036688,355,102.573003,10481.735537,541611,2140,10406,2418.369859,981.459889,13.925585,0.100503,32.973024,8550,59.120227,4861.4109
0,3722,285,103,17.148435,2.717532,5.878964,0.610819,3.583596,61,79.403226,5921.354839,182598,1402,3831,145.84491,74.002958,23.549189,0.100503,15.953243,567,276.496516,8038.066202
0,120772,468,6248,660.384086,145.539331,5.029976,2.31389,6.305116,2302,60.596588,2013.164606,242529,7561,3702,242.633636,106.676389,7.19833,2.040511,10.073921,894,63.098999,8653.065628
0,2273871,4524,11946,6782.405338,2944.524245,12.955723,2.791861,66.206208,21678,6.859364,1113.202016,1834007,773,30622,1674.266909,388.426427,29.331852,7.308293,17.65971,6261,53.226014,2662.894778
0,272,733,5,1.566738,0.346839,1.574399,0.337132,1.052308,6,28.5,554.5,163145,906,4475,182.175568,78.043202,11.607668,3.59002,9.605155,688,82.938659,1809.650499
0,1133,1134,26,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0,3969,999,564,25.561589,2.456595,8.346655,0.100503,5.128241,85,290.337209,8833.046512
1,223,168,9,0.349327,0.349327,0.100503,0.100503,0.100503,1,77,3047,2403,1,75,40.236553,31.458708,51.620005,0.100503,42.630426,147,10.027211,1486.306122
0,627,1993,3,2.223179,0.327808,7.049859,1.295937,4.052267,9,14.555556,338.777778,25195,1443,15,1.661164,0.100503,0.354379,0.354379,5.062816,4,6,6531
0,671,215,17,0.354379,0.100503,0.100503,0.100503,0.100503,1,1,148,1674046,24246,16572,1560.770455,561.797879,4.300412,1.089387,3.555194,5759,33.157886,2172.985241
0,871652,140,13838,133.213345,56.027747,2.62255,1.12116,2.62255,562,135.158451,5187.5,1043,81,40,2.718281,0.932458,0.100503,0.100503,0.100503,10,21.5,1412.3
1,1674046,24246,16572,1560.770455,561.797879,4.300412,1.089387,3.555194,5759,33.157886,2172.985241,489,473,16,2.215723,0.538122,0.100503,0.100503,0.36215,10,91.9,2778.9
1,266407,1592,6734,660.897263,297.090333,28.258,0.839682,20.722665,2376,66.39599,2706.108187,11427,1951,1069,31.201897,9.467739,12.70864,1.091425,16.994219,126,322.84252,6522.992126
1,1832,974,109,4.841172,0.554485,0.613798,0.100503,0.845717,19,153.368421,2766.631579,4536,25,230,18.458729,6.977124,5.575078,0.588469,5.868046,74,123.173333,2056.506667
1,508213,554,16338,3619.31077,878.310234,7.828676,2.267574,23.621324,12453,47.617908,2314.93336,3741,1635,242,0.565491,0.316668,0.100503,0.100503,0.35184,2,0,7.5
1,501043,3289,6694,307.805391,72.52507,2.103644,0.604091,2.832401,1093,70.658802,4390.37931,7554,1711,181,21.601866,3.581661,6.764657,1.119727,4.563246,85,48.5,1993.627907
0,7937,383,444,3.342733,1.216797,0.58376,0.100503,0.832583,16,180.375,4123.5625,777,129,24,0.100503,0.100503,0.100503,0.100503,0.341936,0,0,0
1,266407,1592,6734,660.897263,297.090333,28.258,0.839682,20.722665,2376,66.39599,2706.108187,804394,1370,15143,6881.482996,5013.642295,22.683131,2.385538,18.420981,23958,21.324988,1413.825398
0,794,892,32,1.336914,0.36215,1.059213,0.337132,0.822584,4,0,68.5,2260661,233,12680,13580.629438,1883.090015,27.182802,13.098383,18.349722,35645,16.870017,2092.420044
1,7185698,30,29179,29146.956462,18082.743596,0.100503,0.100503,4.502396,88154,4.061066,649.156485,504004,3109,12772,311.800311,142.633229,4.48609,1.049408,4.806823,1280,48.532819,1554.489575
0,1330,85,39,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0,95,92,1,3.131086,0.277306,1.766464,0.576151,1.764074,6,3.285714,143
1,285735,276251,3417,19.327582,7.292016,0.100503,0.100503,0.100503,60,44.806452,4144.258065,11018,160,447,2.928975,0.880197,0.100503,0.100503,0.590859,9,19.5,1779.7
0,219,148,8,0.758307,0.100503,0.100503,0.100503,0.100503,3,205,3922.666667,7360339,95,43590,12473.150064,9597.001073,5.323947,1.353624,8.266239,46906,7.32032,838.486589
0,9450,1511,470,28.342106,5.880138,7.444345,1.10169,6.083065,113,100.088496,1885.672566,454514,1479,5187,455.180615,293.839558,30.188054,0.100503,21.063196,1793,159.005962,5756.679133
1,65264,956,2672,226.76355,72.145405,3.781665,2.047937,3.063719,887,68.708193,1766.30752,614689,400,5729,199.618296,67.812469,9.366192,0.359534,4.094488,669,39.193741,2565.612519
1,11408,8861,163,7.220557,1.289622,0.332423,0.100503,0.332423,30,35.5,1922.333333,630,953,4,0.100503,0.100503,0.367463,0.100503,0.634422,0,0,0
0,254,534,1,3.453649,0.277306,0.810485,0.341936,1.276667,12,6.75,573.916667,5342840,33401,19715,173636.23895,52349.674207,11.408839,1.6529,13.485266,213718,5.348203,1230.512781
0,598,600,11,12.532976,0.100503,3.069584,0.100503,2.764762,30,53.636364,1453.636364,19562,17637,278,572.874856,390.293681,27.55204,7.167557,32.101906,1762,23.469296,1395.845634
1,488553,38857,6666,44.929585,5.143566,2.299666,0.571442,2.297276,170,396.432749,14225.175439,143101,128686,8742,874.212873,347.630667,4.498471,0.100503,34.977978,2767,105.734781,5276.96262
1,1352348,331,15647,19129.848662,14552.733992,2.065418,0.580955,16.281502,52580,3.092448,597.563636,592,193,41,0.559487,0.30815,1.10585,0.35184,0.35184,2,27.5,528.5
0,3081505,119234,316,19.17302,9.949511,0.100503,0.100503,0.100503,66,55.641791,17588.059702,614689,400,5729,199.618296,67.812469,9.366192,0.359534,4.094488,669,39.193741,2565.612519
0,263614,759,8805,110.41026,26.557123,1.623834,0.100503,1.118621,454,96.043573,2606.679739,488750,320,3673,1207.190077,599.7216,0.842022,0.593199,7.044735,3918,7.859818,637.9833
1,1040229,725,13675,1420.43804,573.592695,2.807442,0.860357,9.028718,4970,83.036875,4524.141554,14843,12352,867,48.530271,13.194818,17.888752,1.848025,13.939278,168,184.711765,10791.747059
1,1352348,331,15647,19129.848662,14552.733992,2.065418,0.580955,16.281502,52580,3.092448,597.563636,3722,285,103,17.148435,2.717532,5.878964,0.610819,3.583596,61,79.403226,5921.354839
1,366460,466,3381,1167.89693,415.263914,49.918633,8.061557,82.535177,3450,17.914359,1464.346275,9512,12,213,52.167068,23.182288,0.36215,0.100503,6.806045,195,11.678571,564.040816
1,9679,322,213,9.607163,0.310247,0.100503,0.100503,0.100503,42,26.761905,1770,60,146,0,0.356943,0.100503,0.339522,0.100503,1.119229,1,172,4592
0,444,155,14,0.100503,0.100503,0.349327,0.100503,0.349327,0,0,0,6225470,381,40506,16532.60226,9816.447536,6.292393,4.340212,11.886873,61842,10.297831,1115.07744
0,54453,7688,2597,115.323357,22.752883,16.867718,2.092499,10.746838,441,258.051454,8569.149888,614689,400,5729,199.618296,67.812469,9.366192,0.359534,4.094488,669,39.193741,2565.612519
0,3200,3256,146,0.290192,0.100503,0.36215,0.100503,0.36215,1,0,11,44027,113,2344,45.204222,20.368967,1.116158,0.100503,0.859718,188,112.191489,2122.702128
0,9093,672,457,11.122021,2.813523,15.165935,2.538667,7.016759,36,123.138889,4708.166667,220242,357,1062,452.547281,140.007534,13.439022,3.043693,13.647982,1796,13.661918,1375.807671
1,628,921,6,3.943848,0.61859,4.76993,0.870136,2.953237,8,210.625,14027.5,25195,1443,15,1.661164,0.100503,0.354379,0.354379,5.062816,4,6,6531
0,221001,906,8613,3933.238007,1574.386451,0.339522,0.100503,12.73733,10560,42.962078,1498.355423,39262,848,1610,40.495021,8.943607,3.227677,0.564343,1.070321,163,132.030675,2931.515337
1,3638,3341,85,2.793577,1.402703,2.594089,0.59815,3.802143,11,9.416667,489.083333,1271,1503,59,0.297973,0.297973,0.100503,0.100503,0.100503,1,0,12
1,1156,438,48,3.804613,0.547169,1.10536,0.367463,1.326539,16,129.647059,4534.117647,1798,1295,37,2.477849,0.780654,0.35184,0.100503,0.595712,9,41.333333,1019.333333
0,444,155,14,0.100503,0.100503,0.349327,0.100503,0.349327,0,0,0,154830,10613,2910,138.757742,50.168698,3.557832,0.341936,3.81385,542,126.071823,6302.39779
1,1912232,33395,14891,38159.53861,131.954446,2.173241,0.623797,4.143115,21964,19.245363,1027.420978,671,215,17,0.354379,0.100503,0.100503,0.100503,0.100503,1,1,148
1,580544,2799,7371,296.978205,135.831429,15.033026,4.80718,8.262063,1201,87.183775,3547.782285,48711,22845,932,61.924804,18.578901,0.100503,0.100503,0.100503,229,80.343348,4431.682403
1,716,225,50,2.335131,1.248048,2.350823,1.096425,1.840508,9,20.222222,973.333333,20196,413,927,119.066755,29.674294,34.181193,5.28593,15.333252,404,206.073892,7093.332512
0,228,302,3,0.583979,0.100503,0.100503,0.100503,0.36215,2,166.5,11355,23230,495,826,118.052432,56.668293,6.373205,0.84072,9.827005,466,105.210638,3589.004255
1,739581,10723,1279,102.02675,96.771319,1.537322,1.054358,3.467754,432,11.191686,966.193995,112,243,5,1.445174,0.100503,0.100503,0.100503,0.603177,5,96.6,1414.2
0,4557,82,167,7.337626,4.397497,0.100503,0.100503,2.092017,25,12.44,398.76,33669,29327,883,128.414854,23.919631,6.556255,0.339522,12.292205,228,72.779221,3492.194805
1,103607,53468,3137,48.048702,25.092945,0.100503,0.100503,0.100503,203,30.093137,3217.367647,49326,42259,1446,0.45234,0.275538,0.100503,0.100503,0.100503,2,43,1651.5
1,4363,221,165,7.362302,0.100503,4.031142,0.860755,2.563721,21,109.695652,5559.869565,676,243,43,1.982531,1.360641,0.100503,0.100503,36.40164,6,4.666667,269.5
1,5922518,483,7594,65758.403536,32054.055597,1.61241,0.100503,2.631607,187674,6.015694,1199.636812,65264,956,2672,226.76355,72.145405,3.781665,2.047937,3.063719,887,68.708193,1766.30752
1,580544,2799,7371,296.978205,135.831429,15.033026,4.80718,8.262063,1201,87.183775,3547.782285,9093,672,457,11.122021,2.813523,15.165935,2.538667,7.016759,36,123.138889,4708.166667
1,541611,2140,10406,2418.369859,981.459889,13.925585,0.100503,32.973024,8550,59.120227,4861.4109,628,921,6,3.943848,0.61859,4.76993,0.870136,2.953237,8,210.625,14027.5
0,131920,364,6974,651.765134,170.153144,4.80192,0.341936,7.054044,2335,59.589006,1840.874419,9542820,2069,17897,4336.358286,668.570801,7.376996,1.838381,3.113625,12252,16.385138,3413.41185
1,143101,128686,8742,874.212873,347.630667,4.498471,0.100503,34.977978,2767,105.734781,5276.96262,78731,6212,1971,97.395842,57.179768,13.843644,1.788636,12.660756,378,59.916667,2026.757813
0,41765,185,1356,1529.643058,282.8585,76.809514,5.392171,104.438625,3307,50.132042,3585.789866,470926,322,7095,1005.888413,440.824681,6.196929,2.897666,17.97128,3999,39.066799,2468.15141
0,301,270,3,2.693878,0.100503,6.971926,1.121342,3.917233,9,55.222222,2077.777778,512,384,36,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0
0,323,542,6,0.100503,0.100503,0.100503,0.100503,0.60828,0,0,0,21591,1179,228,90.456506,25.798292,5.709329,1.111159,5.17662,369,18.442971,1330.366048
1,130850,3394,449,92.869651,16.538484,2.548048,0.100503,3.036688,355,102.573003,10481.735537,130878,5409,378,14.441664,5.673754,0.875214,0.100503,26.191893,51,18.901961,4006.686275
1,7271,335,417,8.786666,5.876231,0.367463,0.100503,0.367463,40,79.125,1841.3,28613,3557,9,0.751434,0.295998,0.100503,0.100503,0.100503,3,2.666667,218.333333
1,8048101,1,85858,2519.915779,1530.029789,0.100503,0.100503,0.332423,10885,21.61153,3607.919978,6375552,813,13024,12873.600932,4515.515176,1.03521,0.100503,2.039037,28917,9.799931,1988.04748
1,11147,1500,474,40.592512,5.923009,19.648064,1.861765,12.261029,128,107.431818,2481.136364,598,600,11,12.532976,0.100503,3.069584,0.100503,2.764762,30,53.636364,1453.636364
0,3007446,2078,4150,1591.193087,365.840795,2.27757,0.600967,1.794704,4209,12.734928,2530.22449,3683210,224,18253,288.506349,27.397192,0.100503,0.100503,0.100503,1153,38.851757,5603.213368
1,1674046,24246,16572,1560.770455,561.797879,4.300412,1.089387,3.555194,5759,33.157886,2172.985241,1354,375,22,12.855342,6.2142,3.226601,1.537884,3.251456,35,43.314286,1991.171429
0,67736,30523,1948,48.765417,14.029113,12.246233,0.100503,9.000104,190,153.703125,4391.677083,322682,37601,22232,176.533716,42.330221,6.849227,1.345073,4.359865,696,234.338068,7168.464489
1,8168488,76,25928,2821.694234,787.511274,2.605211,0.58337,2.381687,9896,11.977136,2056.461592,49326,42259,1446,0.45234,0.275538,0.100503,0.100503,0.100503,2,43,1651.5
0,794,892,32,1.336914,0.36215,1.059213,0.337132,0.822584,4,0,68.5,203788,1069,5439,1043.235953,558.213656,20.643643,1.371208,22.231386,3048,59.964378,1554.076101
0,671,215,17,0.354379,0.100503,0.100503,0.100503,0.100503,1,1,148,1404323,563,20057,967.720642,579.431128,4.473798,0.80568,6.241806,4027,57.643839,3201.293706
1,185616,1001,15117,266.013874,54.34523,13.111904,0.334766,13.665173,928,172.986229,5321.646186,6231,555,479,67.577383,26.923991,1.833268,0.346839,4.774051,230,209.729614,5612.39485
0,2651,2838,195,15.758126,5.319354,14.1783,1.36878,6.621655,60,89.031746,3293.31746,1481379,147521,15043,9902.070379,5012.055876,10.43846,0.100503,193.072418,28564,10.964144,1035.955493
1,1404323,563,20057,967.720642,579.431128,4.473798,0.80568,6.241806,4027,57.643839,3201.293706,3914,1439,165,2.404212,1.161946,0.100503,0.100503,0.100503,9,18.777778,899
0,177796,0,6870,9.148384,5.322695,0.100503,0.100503,0.100503,42,66.619048,1681.238095,45589,862,2641,148.854279,36.998884,27.881768,3.333492,23.861282,551,127.404293,2833.847943
1,49326,42259,1446,0.45234,0.275538,0.100503,0.100503,0.100503,2,43,1651.5,3638,3341,85,2.793577,1.402703,2.594089,0.59815,3.802143,11,9.416667,489.083333
1,119001,119704,2266,63.603262,17.010682,11.232852,0.100503,6.628897,206,167.913043,6161.917874,794,892,32,1.336914,0.36215,1.059213,0.337132,0.822584,4,0,68.5
0,60,146,0,0.356943,0.100503,0.339522,0.100503,1.119229,1,172,4592,871652,140,13838,133.213345,56.027747,2.62255,1.12116,2.62255,562,135.158451,5187.5
0,638283,150,1492,20677.883446,5606.964451,1.326087,0.100503,33.682902,56196,0.947575,480.542013,405315,128127,6688,131.597628,23.453871,7.381613,0.100503,7.406416,568,231.589161,9587.66958
0,11427,1951,1069,31.201897,9.467739,12.70864,1.091425,16.994219,126,322.84252,6522.992126,20288,1568,655,34.28379,21.317202,1.347967,0.600714,1.365922,157,85.578616,1928.503145
1,10903,965,309,33.644017,12.211773,2.0894,0.100503,1.812122,137,147.57971,3853.913043,17766,803,1802,4.512221,1.829895,0.573761,0.337132,0.847447,20,157.1,3116.05
1,5922518,483,7594,65758.403536,32054.055597,1.61241,0.100503,2.631607,187674,6.015694,1199.636812,272,733,5,1.566738,0.346839,1.574399,0.337132,1.052308,6,28.5,554.5
0,41367,71,717,32.549653,16.527846,4.59073,1.587365,10.832376,122,14.99187,2044.910569,23230,495,826,118.052432,56.668293,6.373205,0.84072,9.827005,466,105.210638,3589.004255
1,236123,858,2794,77.193573,23.971076,12.541601,2.550725,12.607072,307,159.200647,5131.31068,60,146,0,0.356943,0.100503,0.339522,0.100503,1.119229,1,172,4592
1,501043,3289,6694,307.805391,72.52507,2.103644,0.604091,2.832401,1093,70.658802,4390.37931,1674046,24246,16572,1560.770455,561.797879,4.300412,1.089387,3.555194,5759,33.157886,2172.985241
0,33669,29327,883,128.414854,23.919631,6.556255,0.339522,12.292205,228,72.779221,3492.194805,2273871,4524,11946,6782.405338,2944.524245,12.955723,2.791861,66.206208,21678,6.859364,1113.202016
1,236123,858,2794,77.193573,23.971076,12.541601,2.550725,12.607072,307,159.200647,5131.31068,268170,2087,7870,48.07372,6.383899,0.356943,0.356943,0.356943,207,29.914692,915.327014
0,2403,1,75,40.236553,31.458708,51.620005,0.100503,42.630426,147,10.027211,1486.306122,627949,150866,6820,246.403846,74.70543,21.260939,1.320681,15.278066,683,235.787265,11977.043415
1,53417,237,4148,283.323969,75.785699,8.633329,1.539763,6.675296,1085,113.76,3227.912727,1177,717,50,0.568942,0.100503,0.100503,0.100503,0.100503,2,146,4055
1,1205166,3329,378,55.79501,24.716005,1.557779,0.334766,2.511536,177,55.483333,62386.916667,5685,942,477,30.131221,1.649978,5.312395,0.100503,4.819143,111,224.225225,7527.405405
0,96531,87,363,81.561734,43.321465,6.590245,2.339133,12.089645,296,9.208754,2112.074074,504004,3109,12772,311.800311,142.633229,4.48609,1.049408,4.806823,1280,48.532819,1554.489575
0,112,243,5,1.445174,0.100503,0.100503,0.100503,0.603177,5,96.6,1414.2,285735,276251,3417,19.327582,7.292016,0.100503,0.100503,0.100503,60,44.806452,4144.258065
1,1404323,563,20057,967.720642,579.431128,4.473798,0.80568,6.241806,4027,57.643839,3201.293706,638283,150,1492,20677.883446,5606.964451,1.326087,0.100503,33.682902,56196,0.947575,480.542013
1,2745543,7828,22729,349.819625,107.081021,0.604091,0.100503,2.392201,1359,55.718228,3705.916485,67736,30523,1948,48.765417,14.029113,12.246233,0.100503,9.000104,190,153.703125,4391.677083
0,128305,213,942,140.038427,77.75205,2.149536,0.100503,19.43407,466,29.993644,1643.379237,220242,357,1062,452.547281,140.007534,13.439022,3.043693,13.647982,1796,13.661918,1375.807671
0,33669,29327,883,128.414854,23.919631,6.556255,0.339522,12.292205,228,72.779221,3492.194805,804394,1370,15143,6881.482996,5013.642295,22.683131,2.385538,18.420981,23958,21.324988,1413.825398
0,366460,466,3381,1167.89693,415.263914,49.918633,8.061557,82.535177,3450,17.914359,1464.346275,889300,183,5646,3237.313873,1964.290187,18.117281,0.852602,90.145841,10953,10.028592,1180.805341
0,20,7,2,7.690824,0.277306,1.331508,0.100503,2.830627,6,2,96.166667,45589,862,2641,148.854279,36.998884,27.881768,3.333492,23.861282,551,127.404293,2833.847943
0,221001,906,8613,3933.238007,1574.386451,0.339522,0.100503,12.73733,10560,42.962078,1498.355423,9542820,2069,17897,4336.358286,668.570801,7.376996,1.838381,3.113625,12252,16.385138,3413.41185
0,154830,10613,2910,138.757742,50.168698,3.557832,0.341936,3.81385,542,126.071823,6302.39779,7185698,30,29179,29146.956462,18082.743596,0.100503,0.100503,4.502396,88154,4.061066,649.156485
0,3302480,550744,20006,936.636126,206.101772,41.317189,0.595962,42.813704,3691,69.150872,3456.096107,25360,20872,461,1.482593,0.716816,1.083654,1.083654,2.532744,7,228.571429,9940.714286
0,614689,400,5729,199.618296,67.812469,9.366192,0.359534,4.094488,669,39.193741,2565.612519,2273871,4524,11946,6782.405338,2944.524245,12.955723,2.791861,66.206208,21678,6.859364,1113.202016
0,267,352,8,0.301983,0.100503,0.334766,0.100503,0.566685,1,92,1299,158467,154157,1590,299.607879,80.190286,0.100503,0.100503,0.100503,791,122.252802,11514.811955
1,470926,322,7095,1005.888413,440.824681,6.196929,2.897666,17.97128,3999,39.066799,2468.15141,444,155,14,0.100503,0.100503,0.349327,0.100503,0.349327,0,0,0
1,102116,293,970,1729.451634,763.659739,30.829977,8.568367,93.311571,4067,12.310269,1636.379704,676,243,43,1.982531,1.360641,0.100503,0.100503,36.40164,6,4.666667,269.5
0,2403,1,75,40.236553,31.458708,51.620005,0.100503,42.630426,147,10.027211,1486.306122,501043,3289,6694,307.805391,72.52507,2.103644,0.604091,2.832401,1093,70.658802,4390.37931
1,631958,674,7522,614.968745,329.330091,4.052279,1.340566,12.305035,2536,35.838659,2231.568979,26821,24787,144,8.14872,7.707475,1.058993,1.058993,42.471713,12,121.642857,15764.214286
0,5342840,33401,19715,173636.23895,52349.674207,11.408839,1.6529,13.485266,213718,5.348203,1230.512781,25360,20872,461,1.482593,0.716816,1.083654,1.083654,2.532744,7,228.571429,9940.714286
0,4189,2094,187,6.697366,1.425678,4.483607,1.332955,3.773553,29,79.206897,2846.793103,85138,67047,5103,150.340456,68.117366,5.480349,0.100503,71.879274,568,205.883275,9580.39547
1,4321482,259,32741,7068.594081,3773.248759,2.101994,0.339522,10.216532,25313,11.303281,1404.195349,5501,5908,400,7.196389,2.635723,1.772289,0.341936,0.825193,28,86.321429,1704.928571
1,5685,942,477,30.131221,1.649978,5.312395,0.100503,4.819143,111,224.225225,7527.405405,655,562,33,1.151363,0.100503,0.573761,0.100503,0.569052,2,10,602.5
0,1634478,12567,38425,12725.709718,4935.335415,21.759859,7.262186,16.691418,23939,24.478824,2299.088294,146298,49266,9392,146.311227,84.451019,1.308356,0.100503,4.035826,600,54.802306,1953.62603
0,177796,0,6870,9.148384,5.322695,0.100503,0.100503,0.100503,42,66.619048,1681.238095,285735,276251,3417,19.327582,7.292016,0.100503,0.100503,0.100503,60,44.806452,4144.258065
0,28613,3557,9,0.751434,0.295998,0.100503,0.100503,0.100503,3,2.666667,218.333333,185616,1001,15117,266.013874,54.34523,13.111904,0.334766,13.665173,928,172.986229,5321.646186
1,47006,7814,3646,80.424575,23.259255,4.502351,0.100503,5.527498,312,199.39557,4093.158228,3081505,119234,316,19.17302,9.949511,0.100503,0.100503,0.100503,66,55.641791,17588.059702
0,53,210,1,1.073199,0.100503,0.623797,0.100503,0.36215,3,0.666667,42.666667,37490,305,2309,32.93069,14.031305,3.545887,0.100503,3.561154,128,143.061069,4970.145038
0,11018,160,447,2.928975,0.880197,0.100503,0.100503,0.590859,9,19.5,1779.7,39262,848,1610,40.495021,8.943607,3.227677,0.564343,1.070321,163,132.030675,2931.515337
0,5996,906,192,15.050208,3.330828,0.837169,0.349327,0.588346,68,50.647059,1483.985294,823481,2667,13252,87.607656,28.673226,6.654946,2.615794,5.048748,351,58.414085,3523.250704
1,2696,1718,20,4.237052,0.321057,0.586102,0.100503,0.837439,18,84.944444,2656.888889,10693,935,12,0.634422,0.367463,0.367463,0.100503,0.367463,2,50.5,3452.5
0,132100,56571,1780,388.210787,13.790121,25.921914,0.341936,17.593847,804,271.116708,12786.251843,78083,679,3680,165.594484,89.143156,5.186267,2.416831,7.179364,682,82.986957,3777.766667
1,186557,90762,3166,489.106379,75.768878,0.100503,0.100503,0.100503,764,309.220493,20356.015564,232753,320,7919,175.264776,100.48082,3.10849,1.614717,4.401919,679,47.096916,2374.155653
1,4901,1313,215,14.820619,2.611601,0.893372,0.100503,0.62644,63,54.53125,1619.140625,6966,594,449,14.227193,10.537955,0.835097,0.100503,1.812114,44,100.977273,2990.727273
1,14843,12352,867,48.530271,13.194818,17.888752,1.848025,13.939278,168,184.711765,10791.747059,3525,3115,131,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0
1,1257,318,67,12.127099,3.973803,1.796126,0.100503,1.796126,52,591.811321,8903.660377,1601,1814,81,1.895321,0.505499,0.356943,0.100503,0.356943,9,840.666667,58998.666667
